,0,7,17,20,21,22,25,35,36,37,38,43,45,46,47,48,49,51,52,53,59,60,61,62,63,66,71,72,75,79,82,84,88,90,91,92,93,94,96,97,99,100,101,102,103,104,106,107,108,110,111,112,113,116,117,120,123,124,125,129,131,135,137,138,139,140,148,151,153,156,157,163,164,165,166,167,168,169,170,171,172,175,178,179,180,181,183,184,185,187,189,190,192,199,200,201,202,204,206,207,214,216,217,219,223,224,225,226,227,229,232,234,235,236,239,241,242,243,244,248,249,250,251,252,253,254,259,260,261,262,263,265,274,275,276,278,279,282,284,285,286,291,292,295,296,297,298,300,303,304,305,307,310,315,316,317,324,325,326,333,334,337,340,342,344,345,346,347,349,353,354,356,360,361,364,365,366,370,377,378,379,384,388,389,390,391,392,393,394,395,396,398,404,408,409,412,413,415,417,418,422,423,424,431,436,438,440,443,445,446,447,450,454,468,470,471,475,476,477,479,480,481,482,487,488,490,495,496,499,504,505,507,509,510,532,534,536,545,546,548,549,550,551,554,556,562,563,565,566,567,570,573,575,577,580,581,583,584,601,602,607,610,611,612,613,621,622,624,626,627,628,631,632,636,637,643,644,652,653,654,655,658,659,660,661,665,666,672,674,678,682,688,689,695,701,703,704,705,706,707,708,711,717,720,721,722,723,724,727,729,731,732,733,735,736,737,742,743,744,746,749,750,752,754,755,757,759,760,761,762,763,766,767,768,777,780,781,784,785,786,788,789,791,792,793,797,798,799,818,819,820,824,833,840,842,844,845,848,850,856,859,860,861,862,863,864,865,869,873,874,877,879,882,885,889,892,900,906,907,908,916,918,926,934,936,939,946,947,948,949,950,953,955,956,958,959,963,964,968,969,970,971,972,975,976,982,983,984,988,991,995,1002,1003,1004,1008,1009,1011,1012,1014,1015,1016,1018,1036,1037,1041,1046,1047,1048,1049,1052,1055,1057,1059,1060,1061,1063,1064,1065,1066,1069,1071,1073,1075,1082,1088,1089,1104,1105,1106,1107,1108,1109,1111,1114,1115,1117,1118,1119,1121,1123,1124,1127,1128,1139,1142,1143,1144,1147,1155,1161,1162,1171,1172,1175,1177,1180,1182,1184,1185,1186,1188,1195,1196,1198,1200,1202,1209,1211,1213,1215,1216,1223,1225,1227,1229,1231,1232,1233,1234,1236,1237,1239,1240,1244,1245,1250,1251,1252,1272,1282,1283,1284,1289,1292,1294,1295,1300,1310,1314,1320,1322,1325,1333,1335,1336,1344,1345,1346,1347,1348,1349,1350,1351,1352,1354,1356,1358,1359,1360,1361,1369,1372,1378,1379,1384,1389,1390,1391,1392,1394,1396,1397,1400,1401,1402,1409,1411,1412,1413,1414,1420,1426,1427,1430,1436,1437,1438,1439,1441,1443,1444,1445,1446,1451,1452,1456,1457,1458,1461,1463,1466,1471,1474,1475,1476,1477,1478,1480,1481,1482,1489,1502,1503,1504,1505,1507,1522,1529,1531,1532,1533,1535,1540,1541,1542,1543,1546,1547,1548,1565,1566,1568,1569,1570,1574,1576,1577,1592,1593,1595,1596,1599,1600,1612,1613,1619,1622,1623,1626,1629,1632,1633,1636,1642,1643,1644,1646,1654,1655,1660,1661,1663,1664,1665,1682,1684,1687,1688,1689,1693,1694,1695,1697,1698,1699,1700,1701,1704,1708,1731,1734,1736,1743,1752,1760,1761,1774,1780,1781,1783,1795,1814,1815,1816,1826,1827,1829,1830,1831,1832,1833,1835,1837,1838,1839,1840,1842,1846,1853,1854,1855,1857,1867,1868,1871,1872,1876,1877,1879,1880,1881,1882,1883,1884,1887,1897,1898,1899,1902,1903,1908,1909,1910,1914,1915,1916,1919,1920,1922,1926,1927,1928,1934,1935,1937,1939,1948,1954,1956,1957,1958,1961,1964,1972,1973,1978,1979,1981,1983,1985,1986,1997,2005,2007,2008,2011,2012,2013,2016,2019,2023,2024,2026,2027,2040
300,1.9175761388395993,-0.8012526457363247,-73.89038666379925,-73.19497956096664,-5.468378444733366,-64.14230442536424,-2.9110227674969087,-28.5739852215732,-38.84275252174922,-44.57258664822046,-46.82178199695658,-45.09371586746365,-80.79659179086342,-98.63243603272879,-58.891965085602344,-58.51440223890391,-57.443142737660644,-59.708727394725585,-95.77835765613509,-75.27885761898378,-58.38179162600796,2.551086658189607,-41.502047676275765,-13.145535428469463,-61.409717833137286,-66.46864424344759,-48.55448547896763,-71.66602190555551,-36.142505307254545,-39.793076126890654,-45.68888674566586,-7.136180266661103,-63.80817420669978,-80.4580208854677,-66.55688080635817,-77.09801994205527,-93.85584412622029,-144.77039137445442,-84.81359153400467,-53.664042010457415,-44.69033339329705,-46.296121099384884,-65.12935456214352,-16.740852939815753,-46.73600012870837,-26.791538648957363,-63.607743286358804,-71.94809519428257,-71.45718895376021,-67.56540220202088,-72.41357647693773,-1.3889595534220143,-8.626818401062845,-7.792389926145198,-2.1215733572653908,-27.109460473310286,-42.80605396122715,-10.703635538557004,-45.722561609936385,-20.442147252984082,-24.280848242189084,-64.21451621962878,26.23514085237503,-49.6833685998306,-53.624887187570266,-103.16123319614994,-39.45703845865313,-95.90656496006055,-58.0915270957741,-74.64631443955048,-78.85014920523997,-29.71321195600083,-16.556832992416524,-40.69618683615821,-37.895295048669226,-8.954605812521693,-37.53175490788119,-14.579161431045184,-33.60392290964791,-41.85559663938277,-9.749273677868112,-32.113338219994574,-28.510728839755092,-15.769697824421735,-12.007814841855096,-23.363355090610153,-9.490135447867837,-6.5409478605641285,-1.8817801804794954,-42.58441281046243,-70.11816586058042,-29.30187969836577,21.34251128246543,-54.44631864443332,-64.18482214803795,-64.76496637885553,-56.88518812544307,-35.640663918342696,-69.10099964849378,-20.743405516565733,-79.20104718121588,-100.9902548515188,-99.68061950524867,-40.40682001321748,-5.438748697534398,-5.765303146958456,-30.960861471451558,-7.318419533006589,21.2346859443908,-7.236951334986921,-18.976307830567656,-63.043690000563025,-69.31366369753849,7.242976420707779,-81.15982393792083,-37.14982184065347,-11.438349996256429,-32.973704094918766,-39.39674900946797,-32.55752060229825,-47.36133504749184,-6.479928856922625,-4.989788269179392,-73.61184496721262,-5.950452382712632,-23.23027166330551,-17.179084070195827,-22.479311676818924,-48.350997563526676,-35.59029945317862,-21.418925585178066,-63.56128973658978,-39.693023464529546,-22.057899200025627,-57.783843611026434,-38.86216467890341,-61.581398157016814,-42.699292322217765,-37.5129204392691,-45.39888159925939,-42.821321162829584,-65.18310451005226,-74.37792060609817,-71.40265548806478,-48.4638881415371,-79.16710318412305,-42.463021144602195,-21.548981298315354,-71.06044755318987,-64.91271693015604,-74.4762721242237,-26.37111304363923,-65.8279346763853,-74.66966508905293,-68.73157469121381,-159.67191957175885,-36.25065816847159,-38.44215896085865,-26.08180162779637,-53.64466065157075,-91.43764078431991,-54.47489808075232,-54.352073748184225,-47.97958683429663,-62.28748838870404,-60.04511368882441,-35.131226268689026,-74.27508490132155,-52.38378605812328,-27.68188093232627,-80.81412828922245,-39.81797667751136,-68.61838388360437,-67.19177986425018,-53.354502821985655,-24.85395956692771,-46.6857080393001,-66.10437373868263,-74.75121221355907,-71.15431154543197,-80.7187441934016,-75.96877127772557,-62.64036272240047,-76.43660715055104,-78.67893689564966,-73.6914823156423,-88.40820980085478,-78.97014111187835,-72.03517941376944,-86.27759685006563,-73.66596369158455,-78.2738133781647,-88.09474635044593,-98.89007665610421,-78.48836383576784,-74.64324818344242,-90.0988168149705,-97.12888832512462,-50.66997044709052,-51.66818594573756,-52.09473140897234,-52.24671216859204,-10.858369219594405,-66.55639540006581,-66.6012993886292,-78.48239325717276,-56.1441415178467,-70.28000021636281,-80.96093961789221,-83.74562434451147,-64.78324243235794,-65.11463177189573,-53.45063288820173,-85.08534334914141,-72.50066314212683,-114.94371577531345,-74.78506835119087,-80.36309166507816,-86.29986573184948,-356.4937786866339,-73.22851392028605,-106.53124360543393,-17.821440892585716,-85.37376088166495,-59.22467311956101,-42.984361018504586,-111.01038133827943,-104.19899597542812,-64.18969333326999,-60.21078415990804,-245.70925649753346,-71.36927734377699,-149.27123551108374,-68.61416836634771,-93.69954005613744,-119.481927809177,-340.7968895815029,-65.10711490098436,-81.13207185161845,-48.5974518917863,-51.513457997707974,-48.48867254783767,-48.6894690757657,-50.78082569161074,-50.58846039845635,-21.356652412734796,-43.49543365482467,-51.633193115395876,-1.2223027442947956,-8.351942755362964,-31.419223664714767,-48.47145173303577,-51.54432900882831,-68.56073988399723,-52.866519263061484,-75.02483909454662,-86.45139079065154,-63.383914019615816,-67.8211190368764,-78.91178743194054,-24.7108312858518,-40.720943240918416,-55.925598212736965,-66.99809149579532,-72.53243787470723,-152.4847092667981,-87.3090173680955,-84.9198488361971,-64.33549592299605,-65.03940352409437,-71.93359840757026,-86.51324301421184,-119.32501182483968,-51.038819267284424,-61.76186750417983,-54.49387859742058,-46.79521162546272,-53.96310041734944,-69.97160671533872,-126.16857659189314,-111.435039949663,-364.1790043528207,-91.7908057030218,-118.69935992854052,-121.12299719688073,-119.0837160899802,-83.61028475241471,-84.11834717746315,-121.63285076976922,-124.68051857053945,-160.0861143797913,-48.046863587583005,-75.01662742413218,-69.84374441407206,-56.77043416690179,-61.140399399720984,-49.30357971874888,-48.090976493333265,-60.23798912976378,-64.06038316569698,-103.20858785644742,-59.53214046058574,-12.749069654434633,-40.30268872738597,-10.779241184492916,-12.10905310786297,22.29288082185909,-11.010486605599867,-33.9635569369148,-26.06771319433194,-55.4974843178559,-53.60529936913333,-65.17811228123988,-55.327032342960706,-36.99795085605165,-10.322946517165914,-29.480725742551222,-23.594445426266027,-43.88381300550931,-52.177652180076706,-65.41334058146406,-22.355558017779,-59.40526824289918,-36.7047674518092,-35.581826698886246,-38.82093893513598,-66.12347472251975,-66.29525894932105,-64.6536090883333,-68.93975571724474,-31.988985475684082,-64.96843182593696,-65.76908518497534,-70.97622723630259,-109.04147827953828,-67.8529074556627,-112.39273500537104,-72.25460140874944,52.050092795709745,56.3243546195117,76.66514032885067,44.27000382290528,-5.468047291147525,-8.456072724320187,-9.607663367820678,6.758556480101761,46.4140445731342,55.871656050385745,-31.89046300774904,-31.76239202419998,-34.156773722805916,-50.50321009844624,-5.382286898064797,-49.43148480167613,-49.81294290861284,-61.51317166714685,-65.70262941128492,-50.411135512288645,28.080204234142215,-72.17876791240585,-55.40383267852173,-66.22218284201885,-48.87768150878231,-55.55523998839822,-49.37908497068315,-41.79045380133709,-65.19232689033902,-66.45092923182284,-64.65316203879834,-47.737410246313125,-33.04827153219534,-48.853488060090505,-48.53024003125454,-37.902705642397486,-86.31089978444162,-81.82019247821606,-19.238147780488376,-56.530625965341954,-64.36796785797723,-101.0623842648485,-86.79606156824349,-69.0502038991588,-76.94898550621691,-11.193097149419874,-38.701770579088496,-77.80494855845728,33.776330079904966,-77.07070186583961,-38.28329056441927,-41.902254137404455,-37.52635035129184,-68.06664482939958,-29.68226295658184,-33.22734642188265,-61.93080567133515,-56.79614875897561,-43.015728623171896,-62.63679171508794,-51.82647684550898,-57.48868579282397,-59.22307935301299,-65.2800543118265,-61.98768302804727,-23.339169544815,-34.58362613375511,-75.65757566153715,-80.26599521165997,-166.14467919282188,-102.97234013446156,-145.58855963396044,-50.412779624713224,-84.44996241561617,-155.80586472315287,-174.93803331446261,-148.3278389371343,-72.80347992102763,-53.53349657772557,-39.91174141860932,-62.237251151632925,-46.11090853513729,-43.62228664185679,-54.926400184827656,-41.09195789683857,-42.61331243345346,-31.237152581015767,-56.813093113109275,-59.892239493460046,-56.720451360406564,-62.04743029668679,-62.16706385811163,-67.66040125438063,-88.03356993090416,-66.50505732197333,-14.438047845816316,-9.670059386838375,-52.41091435844178,-51.79170617922395,39.797178597580235,-51.05012038912786,-36.893257166543044,-19.5965356650598,-58.08859363946223,-61.55935472056008,-99.8669813517614,-58.139245602944825,-62.81661562770388,-3.612903519354399,-37.30245087274813,-2.7278407812597583,-26.00911657705487,-33.872924345708626,-44.55804052330823,-42.138389057731324,-41.728020130309595,-5.443110162754019,-65.67565623545475,-90.70347125242981,-127.44944611547801,-54.256464122082136,-36.339787252378706,-87.95300349734117,-77.0345608060495,-80.62063123894653,-6.487252744114098,-69.42364163206076,-55.23149571734503,-53.600821935879885,-48.460365673779975,-63.11478269763512,-87.4101554028794,-56.65933487345134,-34.15530514327832,-36.11553128043702,-45.46263326460795,-21.254269257514185,-51.47298811713302,-66.55962333603063,-2.2735506931242897,-47.70377384750215,22.098437967941276,-55.48650655770459,-42.38771604310214,-67.56326480177995,-30.06303338433294,-81.0719457238719,-57.79820204766814,-58.12061338243068,-24.4021501508093,-27.053608727562573,-64.48640575140577,-87.40546443322161,-61.58976998072811,-55.398822108946696,-64.79590867699002,-35.27543977701482,-46.99162029082933,-56.12516586694597,-68.316433188873,-74.34219193331418,-65.24824088535864,-53.58439716434086,2.3830413692167576,-85.75078110737965,-15.265956671208135,-30.071121594077283,-20.717356792633318,-27.687387959286614,-6.686250861998632,-58.68702647999477,-30.270658002316395,-29.138462317714485,-36.2389219766794,-49.21461648751675,-178.86051288497754,-88.08063513341348,9.708335328746953,6.493142462258512,-42.71739916265736,25.56021803367726,-11.256165747142461,56.067608962104806,57.16358752038343,-84.65210807584133,-76.98319261052139,-89.20949413289867,-25.330707607672498,-32.66933990690795,-33.499204487393094,-43.41447842323581,-43.62955107693174,-56.141399550085914,-2.399301178909923,-73.6429903991849,23.31324202477245,3.5240119206317715,-57.32906621884048,-86.30521579756048,-63.14312608469688,-90.96339110019642,-42.99212114124526,-65.62557181237868,-83.37096245759223,-41.784119927626016,-52.34306586046267,-91.66953259964141,25.957263036556377,27.422009583879134,26.611060745482195,25.1337905005599,24.100385276899093,-24.15102683672006,-13.22125794546624,59.58563827189036,56.17243774656521,36.46039285387652,24.910805560105768,-12.588993211166969,-10.487221724824073,-2.3773337914857486,-2.0456194817154305,-105.33856024562648,-50.287383010871906,-58.39148088402222,-59.8785575491356,-15.772061434046718,-14.200531376310261,-12.505122604406457,-54.55792975215147,-115.2312248080618,-105.63364461104979,-52.97110109068394,-73.45492339185725,-78.96744273890567,-68.63815251130738,-57.08262488967218,-72.9228492278025,-59.930104310756015,-112.99281583385005,-64.76605684563043,-90.1639170760383,-54.43494142014763,-94.30144680371426,-81.11195168148588,-76.02042881746401,-81.74137580605563,-66.28782082617319,-74.49991878680953,-79.01675009303582,-76.57589350290272,-295.69314214669026,-81.01624491821775,-84.91309195594441,-59.37946443388245,-94.71835252889716,-56.29010578709585,-98.27234302816245,-59.44499345460198,-83.66219925663307,-77.49251739707336,-87.87699374380014,-55.94415420418605,-114.23266357148667,-18.809096109936167,-48.99843946880509,-73.67278900743852,-74.6826815282677,-93.95740334986156,-99.14701115129085,-87.92841979377516,-89.21056044703758,-91.72011201157567,-93.24000144853512,-75.53827058091275,-68.00481845690659,-64.28320214044051,-94.20949059026808,-78.15087392864024,-94.46487512101649,-94.3258944762644,-88.31533180736805,-83.19075276635976,-87.74334650482034,-84.90021557881168,-50.275337402106686,-50.479648313982665,-114.1296770321705,-76.05770457524326,-75.96783498612564,-539.9797677143031,-62.00492031268203,-90.82911361686237,-88.5950092453926,-82.07475389505575,-59.93588031670639,-55.35746027519045,-57.138429664808015,-88.03603390254268,-94.8794487336995,-97.6061372282528,-81.14209085915108,-86.14472092309421,-88.14347464171992,-85.49304073780995,-84.90441170478326,11.641071973150707,-80.64365336613577,-60.334060814609,-61.963304410219074,-70.57755514224905,-50.20319196230183,-42.530962916725876,-61.036032968243234,-69.6428905681577,-69.5178266716871,-67.41885179431657,-71.57823497075633,-60.17169796674062,-128.15066394078923,-119.37461981842534,-85.3801738804721,-97.18604559878746,-124.88027339634115,-114.39623054639615,-33.61408395637025,-122.56398613542471,-138.79588949145113,-122.93675137985429,-144.5192398241353,-164.41903829459363,-82.63074727408343,-144.34322198436908,-67.54905898051743,-67.70944838743104,-107.78902323000176,-70.02691285254338,-53.53854992110075,-49.72400269278206,-69.64823751274983,-63.58284486536549,-58.149353579916976,-67.02186189892566,-83.3283775596245,-50.1568395514051,-74.9219931801865,-58.74874036551033,-52.75941837230428,-62.804231857278424,-85.95416987081387,-71.8110308940191,-73.10747324885395,-79.39865562342597,-49.21951665106687,-5.460241706226147,-75.46972414556686,-62.46217722789619,-58.28732453721367,-62.70076214176729,-57.76491434384754,10.940797304287612,13.816788514075615,-15.601366477290213,11.07758531396142,55.48047767628257,53.17187802355662,52.55393526564403,-26.057072352760436,-30.909552013943095,-11.912805918555566,-17.82537302978951,-27.728932210032493,-46.26779871977837,-46.21452648461265,-64.57177649676099,-51.539427650978155,-45.778985868202746,-76.6057542077999,-39.25872485498713,-58.87919816996171,-63.877309838697414,-46.38654728625362,-49.517367568530716,-42.21027937557733,-61.220858630771644,-55.48869590187479,5.711464931020425,-65.39412250311005,-31.962222737927846,-66.68811967529847,-52.18968502320304,-53.95214421616725,-51.012416583267175,-125.3433899621032,-119.38461820389603,-50.669296665141545,-49.99877010150816,-59.86111561200808,-59.52533841072671,-60.61387324825391,-76.17708457415448,-82.39744839115292,-41.06851084570955,-21.7266303093809,-4.158104685784705,44.572912547554694,-4.316045730112843,10.602559130079944,10.310692116327578,8.286471957488486,-61.760314034593975,-82.12917537916832,-164.5362760442128,-106.57500193248691,-42.49960401286014,-65.78963592815342,-64.37690001198652
